<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ROSN,D,06/08/07,000000,206.0000000,208.4000000,205.3100000,207.6000000,4649260
ROSN,D,07/08/07,000000,207.6500000,210.8500000,207.2100000,208.5000000,3055003
ROSN,D,08/08/07,000000,210.0000000,212.4000000,209.9000000,212.2500000,4045069
ROSN,D,09/08/07,000000,213.2500000,215.2000000,206.9000000,207.7900000,8356365
ROSN,D,10/08/07,000000,206.0700000,207.8700000,204.5000000,205.9700000,6351964
ROSN,D,13/08/07,000000,208.1000000,210.8900000,206.4500000,210.8900000,5648831
ROSN,D,14/08/07,000000,209.7000000,210.3500000,207.0700000,208.9000000,3897540
ROSN,D,15/08/07,000000,206.0100000,207.9900000,205.7000000,206.2000000,5174873
ROSN,D,16/08/07,000000,204.0000000,206.1700000,201.4000000,202.8900000,8127754
ROSN,D,17/08/07,000000,202.0000000,207.6700000,197.8500000,207.2000000,12050105
ROSN,D,20/08/07,000000,208.4000000,208.5500000,205.7700000,205.8900000,4084298
ROSN,D,21/08/07,000000,206.5000000,206.9200000,201.8500000,204.1000000,6019511
ROSN,D,22/08/07,000000,204.0000000,207.8000000,202.5800000,207.5800000,4332524
ROSN,D,23/08/07,000000,208.0300000,209.4400000,206.5200000,206.5500000,3942323
ROSN,D,24/08/07,000000,205.0200000,207.0900000,204.4700000,205.5000000,3391973
ROSN,D,27/08/07,000000,207.6000000,208.1600000,206.7000000,207.0100000,3840505
ROSN,D,28/08/07,000000,207.0800000,207.4800000,205.0000000,206.5000000,3123268
ROSN,D,29/08/07,000000,203.7000000,208.3900000,203.0700000,207.5000000,5047243
ROSN,D,30/08/07,000000,208.2200000,209.0000000,205.4000000,205.7700000,4188277
ROSN,D,31/08/07,000000,206.8000000,212.4500000,206.5500000,211.8000000,10919525
ROSN,D,03/09/07,000000,211.9600000,213.2500000,210.3000000,210.5500000,5024606
ROSN,D,04/09/07,000000,210.2500000,211.2500000,209.1100000,209.7500000,2866773
ROSN,D,05/09/07,000000,210.7000000,211.4000000,209.3000000,210.0000000,3163639
ROSN,D,06/09/07,000000,210.2000000,213.2500000,210.2000000,212.6600000,4868547
ROSN,D,07/09/07,000000,212.0000000,213.2000000,208.2500000,208.9000000,6348620
ROSN,D,10/09/07,000000,208.5300000,209.3800000,207.3500000,208.4900000,4397755
ROSN,D,11/09/07,000000,209.9400000,210.9000000,209.0300000,210.0500000,3799733
ROSN,D,12/09/07,000000,211.2500000,211.4700000,208.0300000,209.9700000,4598160
ROSN,D,13/09/07,000000,210.2600000,212.9500000,208.8600000,212.7300000,6684813
ROSN,D,14/09/07,000000,212.8500000,216.4000000,211.1000000,216.2000000,8433668
ROSN,D,17/09/07,000000,215.0100000,216.0200000,211.9000000,213.5500000,4988025
ROSN,D,18/09/07,000000,213.9000000,214.9900000,212.2600000,214.9000000,5115964
ROSN,D,19/09/07,000000,218.5000000,220.1800000,216.6200000,220.1000000,12957743
ROSN,D,20/09/07,000000,219.5000000,219.5000000,215.6000000,216.7900000,7103807
ROSN,D,21/09/07,000000,216.9900000,218.0000000,215.5100000,216.9000000,4558382
ROSN,D,24/09/07,000000,217.1700000,217.9000000,213.9000000,214.9200000,6607803
ROSN,D,25/09/07,000000,214.0000000,214.0600000,209.7200000,210.5000000,6716960
ROSN,D,26/09/07,000000,211.2000000,213.2500000,210.5000000,213.2000000,5058011
ROSN,D,27/09/07,000000,214.0000000,217.2500000,213.0200000,213.7000000,14701509
ROSN,D,28/09/07,000000,214.7000000,215.4400000,212.1000000,213.1200000,5041373
ROSN,D,01/10/07,000000,212.8000000,212.8500000,207.9200000,210.2400000,5164974
ROSN,D,02/10/07,000000,212.6000000,217.1000000,212.5000000,216.3000000,9624747
ROSN,D,03/10/07,000000,215.8800000,217.8900000,211.5400000,212.2000000,9323167
ROSN,D,04/10/07,000000,211.3100000,213.8900000,210.8000000,211.7500000,5643224
ROSN,D,05/10/07,000000,213.4000000,214.7000000,212.7700000,213.5100000,6434550
ROSN,D,08/10/07,000000,214.5200000,215.6400000,212.3000000,212.7900000,6180304
ROSN,D,09/10/07,000000,212.2500000,214.3000000,211.2500000,213.5000000,4527046
ROSN,D,10/10/07,000000,214.2600000,215.2500000,211.5100000,212.1700000,9623703
ROSN,D,11/10/07,000000,212.9000000,215.3100000,212.3500000,214.8200000,8032276
ROSN,D,12/10/07,000000,212.7000000,214.0000000,211.8600000,213.4000000,3601339
ROSN,D,15/10/07,000000,214.5000000,216.7000000,214.2000000,215.9700000,7112015
ROSN,D,16/10/07,000000,215.9700000,221.2100000,215.9500000,216.8900000,29947327
