<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,D,24/07/07,000000,2176.0000000,2176.0000000,2115.8900000,2117.0000000,2257444
LKOH,D,25/07/07,000000,2096.2500000,2128.9800000,2083.1200000,2128.0000000,2743531
LKOH,D,26/07/07,000000,2148.0000000,2154.5000000,2065.8800000,2076.7000000,4208814
LKOH,D,27/07/07,000000,2020.0000000,2063.0000000,1999.0000000,2030.0000000,4158362
LKOH,D,30/07/07,000000,2024.9000000,2058.4000000,2002.4000000,2033.0000000,2949700
LKOH,D,31/07/07,000000,2050.9900000,2069.0000000,2045.0100000,2058.2000000,2100016
LKOH,D,01/08/07,000000,2010.2300000,2011.8000000,1978.7200000,1993.0000000,3109623
LKOH,D,02/08/07,000000,2006.1000000,2012.2000000,1995.1700000,2010.0100000,2011058
LKOH,D,03/08/07,000000,2018.9000000,2042.1100000,2006.0000000,2020.1000000,2637724
LKOH,D,06/08/07,000000,1974.9000000,1990.0000000,1962.3300000,1978.0000000,2190748
LKOH,D,07/08/07,000000,1980.0000000,2007.0000000,1965.0000000,1969.0000000,2002742
LKOH,D,08/08/07,000000,1987.0000000,2018.5600000,1982.0200000,2016.3300000,2296052
LKOH,D,09/08/07,000000,2032.0000000,2032.5600000,1954.2100000,1967.4000000,3086301
LKOH,D,10/08/07,000000,1932.0000000,1944.7800000,1890.1000000,1913.0000000,3866633
LKOH,D,13/08/07,000000,1942.0000000,1974.0000000,1933.5700000,1969.1400000,2020204
LKOH,D,14/08/07,000000,1952.5200000,1965.1000000,1940.1100000,1958.5000000,1740448
LKOH,D,15/08/07,000000,1926.5700000,1929.9700000,1902.0000000,1910.9400000,2029362
LKOH,D,16/08/07,000000,1879.9500000,1888.9900000,1837.2300000,1863.7800000,3738248
LKOH,D,17/08/07,000000,1845.2000000,1904.0000000,1820.0000000,1902.0000000,4230777
LKOH,D,20/08/07,000000,1913.9000000,1915.0000000,1880.1600000,1886.0000000,2240247
LKOH,D,21/08/07,000000,1891.0000000,1894.9800000,1832.5000000,1862.2200000,2605942
LKOH,D,22/08/07,000000,1855.0200000,1902.0000000,1842.0000000,1894.0000000,2043466
LKOH,D,23/08/07,000000,1914.0000000,1923.0000000,1885.0000000,1889.0000000,2465174
LKOH,D,24/08/07,000000,1880.0000000,1904.0000000,1870.1100000,1891.9900000,1364678
LKOH,D,27/08/07,000000,1914.0000000,1919.2200000,1901.0000000,1902.0000000,1431989
LKOH,D,28/08/07,000000,1898.1000000,1904.7000000,1885.8000000,1891.0100000,986601
LKOH,D,29/08/07,000000,1860.1100000,1892.0000000,1860.0000000,1887.0000000,1979372
LKOH,D,30/08/07,000000,1903.8000000,1915.3500000,1878.2100000,1882.0000000,2273533
LKOH,D,31/08/07,000000,1892.5000000,1912.2000000,1880.0000000,1907.0000000,2139320
LKOH,D,03/09/07,000000,1912.2600000,1929.5000000,1896.4700000,1922.0000000,2293498
LKOH,D,04/09/07,000000,1914.0000000,1920.0000000,1897.2000000,1911.0000000,1905580
LKOH,D,05/09/07,000000,1919.0000000,1923.3300000,1903.0000000,1908.0000000,2129258
LKOH,D,06/09/07,000000,1916.3400000,1944.8000000,1911.5500000,1940.4500000,3381331
LKOH,D,07/09/07,000000,1937.4500000,1944.7500000,1900.0000000,1905.1000000,3132877
LKOH,D,10/09/07,000000,1905.0000000,1919.0000000,1900.0200000,1908.9000000,1471057
LKOH,D,11/09/07,000000,1920.1000000,1929.0000000,1910.0700000,1915.3000000,1906443
LKOH,D,12/09/07,000000,1926.0000000,1934.4400000,1892.2200000,1899.5000000,4211993
LKOH,D,13/09/07,000000,1909.0000000,1934.7500000,1903.1200000,1930.9900000,2570108
LKOH,D,14/09/07,000000,1933.0000000,1935.0000000,1913.1000000,1926.0000000,2484235
LKOH,D,17/09/07,000000,1920.0000000,1925.0000000,1895.3100000,1908.0000000,1658931
